32	3080	1
32	2780	1
32	2550	1
32	2000	9
32	2500	10
32	11900	1
32	2580	1
32	11900	1
32	4320	1
32	6190	1
32	11900	1
32	5100	1
32	11900	1
32	3020	1
32	11900	1
32	5100	1
32	4900	1
32	11330	1
32	10400	1
32	11610	1
32	7460	1
32	8000	1
32	7530	1
32	8260	1
32	7140	1
32	7030	1
32	6020	1
32	6010	1
32	5040	1
32	5080	1
32	5300	2
32	4800	1
32	6230	1
32	3870	1
32	5100	1
32	4900	1
32	1630	1
32	4900	1
32	5410	1
32	2000	3
32	11900	3
32	5100	3
32	4900	3
32	5380	1
32	5420	1
32	3910	1
32	2040	1
32	300	36
32	300	9
32	350	12
20	350	9
16	350	12
32	8260	50
32	6900	19
32	3920	1
32	3720	1
32	3520	1
32	3320	1
32	3120	1
32	2920	1
32	2720	1
32	2520	1
32	6620	1
32	6420	1
32	6220	1
32	6020	1
32	5820	1
32	5620	1
32	6230	7
32	8100	1
32	7900	1
32	7700	1
32	7500	1
32	7300	1
32	7100	1
32	6900	1
32	6700	1
32	6500	1
32	6300	1
32	6100	1
32	5900	1
32	5700	1
32	5500	1
32	9500	1
32	9300	1
32	9100	1
32	8900	1
32	8700	1
32	8500	1
32	6900	1
32	6700	1
32	6500	1
32	6300	1
32	6100	1
32	5900	1
32	5700	1
32	5500	1
32	5300	1
32	5100	1
32	4900	1
32	4700	1
32	4500	1
32	4300	1
32	4100	1
32	6000	14
32	11900	6
32	9000	13
32	10550	2
32	4030	2
32	10530	1
32	10250	5
32	6000	5
32	5450	1
32	6810	1
32	6810	3
32	8110	1
32	7910	1
32	7710	1
32	7510	1
32	7310	1
32	7110	1
32	7330	1
32	11500	1
32	11300	1
32	11100	1
32	10900	1
32	10700	1
32	10500	1
32	10300	1
32	10100	1
32	9900	1
32	8160	6
32	6000	6
32	3210	5
32	9000	5
32	4890	5
32	3210	1
32	8470	1
32	2330	7
32	5130	7
32	4260	1
32	3210	1
32	11900	1
32	7550	1
32	4600	5
32	4180	5
32	3540	5
32	4440	3
32	9510	3
32	8980	3
32	4110	4
32	9000	2
32	9080	1
32	7080	2
32	6000	1
32	4180	1
32	4310	5
32	3220	5
32	9900	3
32	4330	3
32	3220	3
32	9930	3
32	10180	3
32	4690	7
32	9930	3
32	5200	3
32	11900	4
32	5710	4
32	11900	4
32	11900	10
32	10160	14
32	7060	12
32	10180	12
32	4220	8
32	4150	7
32	7980	59
32	5560	6
32	9730	6
32	11670	6
32	9570	4
32	8520	4
32	6190	6
32	5250	7
32	5150	10
32	8160	5
32	7890	5
32	6680	2
32	8520	2
32	8150	1
32	7800	1
32	9140	5
32	9000	7
32	3110	7
32	8310	5
32	6350	6
32	8610	14
32	6560	8
32	3430	6
32	9510	6
32	5220	6
32	6010	3
32	5600	3
32	6600	6
32	3060	5
32	8270	5
32	3060	3
32	10630	3
32	5490	5
32	6850	3
32	4830	5
32	2970	16
32	2500	5
32	11900	5
32	10150	5
32	10000	2
32	8810	2
32	5900	5
32	7780	5
32	9000	3
32	9000	5
32	4550	5
32	9000	10
32	9000	10
32	5310	10
32	3830	5
32	5310	5
32	2630	11
32	1760	11
32	4480	5
32	6030	5
32	3210	3
32	5680	3
32	7180	7
32	6660	7
32	7180	4
32	10180	4
32	11900	3
32	4520	3
32	5030	17
32	5480	69
32	3550	8
32	2750	15
32	5970	6
32	8840	14
32	7310	4
32	5330	6
32	6170	7
32	4470	8
32	3100	5
32	4500	4
32	5930	6
32	10280	6
32	10280	5
32	8240	5
32	10280	6
32	6180	6
32	8070	3
32	10170	13
32	5350	7
32	4430	8
32	5810	8
32	7140	5
32	3890	8
32	4170	7
32	2010	8
32	4590	6
32	8170	2
32	11900	2
32	1980	2
32	11900	2
32	4990	2
32	11970	2
32	11000	3
32	9330	3
32	7980	49
32	6110	8
32	7800	6
32	11900	32
32	6860	32
32	11900	8
32	3010	6
32	9600	6
32	6000	3
32	7650	3
32	9000	6
32	9000	3
32	9000	7
32	9000	6
32	3330	3
32	9000	3
32	6350	1
32	9000	1
32	4640	29
32	11900	2
32	11900	2
32	4920	4
32	6600	15
32	10800	12
32	7930	3
32	8060	38
32	2250	7
32	2610	8
32	9730	1
32	2820	1
32	9000	5
32	9000	3
32	7800	8
32	9510	4
32	3350	4
32	10830	6
32	8560	5
32	11900	1
32	9060	1
32	11780	4
32	2520	3
32	11900	3
32	5020	3
32	1630	4
32	920	4
32	3240	4
32	6510	4
32	6180	4
32	7810	3
32	3300	4
32	6330	1
32	5530	6
32	4450	2
32	4520	1
32	10660	1
32	10000	1
32	4480	1
32	3740	6
32	6510	3
32	4660	3
32	3220	4
32	11900	4
32	9290	4
32	3520	6
32	3200	4
32	9000	4
32	6330	3
32	10000	3
32	11320	1
32	10090	3
32	9510	2
32	6330	2
32	6330	7
32	10370	2
32	9610	2
32	3220	3
32	7800	3
32	3220	1
32	4720	1
32	6510	3
32	11900	2
32	7330	1
32	5310	1
32	9000	2
32	4640	2
32	5620	3
32	4550	2
32	6510	1
32	6120	1
32	11510	1
32	10020	1
32	9510	2
32	9640	2
32	3220	2
32	10170	2
32	5230	6
32	9510	1
32	5730	1
32	11900	3
32	8100	3
32	2220	3
32	11420	1
32	6490	1
