20	1790	2
20	1930	1
20	1900	1
20	880	1
20	770	2
20	910	1
25	4000	18
25	4500	18
25	3600	14
32	5000	3
25	3600	6
25	4500	14
16	730	240
25	4600	2
25	3030	1
25	2630	1
32	1980	2
32	990	1
32	3340	1
32	3420	3
32	3320	1
32	1100	1
32	3200	1
32	3230	1
32	1020	1
32	1910	7
20	1980	19
32	2690	6
32	1950	3
32	2600	6
32	3070	1
10	1840	6
25	5400	1
25	6400	1
25	5950	1
20	3040	17
20	3040	17
20	2330	90
32	1060	1
32	1010	1
32	1450	1
32	1560	1
32	1080	1
32	1080	1
32	1090	1
32	1560	1
32	1550	1
32	1550	1
32	1680	1
32	1680	1
32	1060	1
32	1010	1
32	1010	1
32	5220	1
32	1450	1
32	4850	1
32	1060	1
32	2570	1
32	2570	1
32	1450	1
32	4430	1
32	1560	1
32	4760	1
32	1560	2
32	4210	2
32	2720	1
32	2720	1
32	1450	1
32	5870	1
20	3050	2
20	3790	8
20	3790	9
20	1270	28
16	2210	14
10	520	35
12	2160	10
12	2100	4
10	1340	12
10	1050	4
10	580	12
25	2500	640
32	12000	50
20	2450	6
20	2500	6
16	1390	500
16	1390	54
16	1270	100
16	1340	80
16	1410	60
16	1480	40
16	1530	40
16	1600	40
16	1700	60
16	1670	60
16	1610	60
16	1550	14
20	1870	152
20	2010	152
20	2120	152
20	2080	152
20	2150	152
25	2170	24
20	4330	34
20	4330	34
20	4170	17
20	4170	17
32	5000	28
32	6000	7
32	2800	7
32	5000	32
32	6000	8
32	2800	8
32	5000	28
32	6000	7
32	3200	7
32	5000	32
32	6000	8
32	3200	8
40	3970	1
40	3470	1
40	2700	50
40	2700	58
40	2700	58
40	3890	2
40	1870	1
40	2370	1
40	1660	1
40	1160	1
40	470	1
40	970	1
40	2700	41
40	2700	41
40	2700	55
40	2700	55
40	2700	60
40	470	1
40	970	1
40	950	1
40	2680	1
40	560	1
40	2510	1
40	510	1
40	2560	1
40	680	1
40	450	1
40	2700	50
40	2700	40
40	2700	6
40	2700	4
40	450	1
40	680	1
40	2560	1
40	510	1
40	2510	1
40	560	1
40	2680	1
40	950	1
40	970	1
40	470	1
25	4060	8
25	3560	8
25	3540	2
25	3250	2
25	3030	2
25	2870	2
25	2750	2
25	2660	2
25	2600	2
25	2560	2
25	2540	2
40	2730	1
40	2890	1
40	2160	1
40	2500	1
40	1870	1
40	2280	1
40	1710	1
40	2160	1
40	1640	1
40	2140	1
40	1660	1
40	2210	1
40	1780	1
40	2370	1
40	2000	1
40	2660	1
40	2390	1
40	3230	1
40	3460	1
40	3960	1
40	2700	50
40	2700	53
40	2700	53
40	1870	1
40	2370	1
40	3890	2
40	1160	1
40	1660	1
40	470	1
40	970	1
40	2700	50
40	2700	32
40	2700	50
40	2700	50
40	2700	60
40	970	1
40	470	1
40	3020	1
40	700	1
40	2570	1
40	510	1
40	2510	1
40	570	1
40	2700	1
40	1020	1
40	2700	33
40	2700	33
40	2700	6
40	2700	2
40	520	1
40	700	1
40	2570	1
40	510	1
40	2510	1
40	560	1
40	2700	1
40	1020	1
40	970	1
40	470	1
32	4280	8
32	3780	8
40	1030	6
40	1530	7
40	1790	7
40	1290	6
40	2460	1
40	2640	1
40	1920	1
40	2250	1
40	1630	1
40	2030	1
40	1460	1
40	1920	1
40	1400	1
40	1900	1
40	1420	1
40	1960	1
40	1530	1
40	2130	1
40	1750	1
40	2420	1
40	2140	1
40	2960	1
32	4900	50
32	4900	50
32	4900	50
32	4760	8
32	4260	8
32	5340	10
32	4940	2
32	3900	2
32	3020	6
32	2520	6
32	1810	4
32	1300	4
32	3240	12
32	2730	12
32	3320	2
32	3370	2
32	2920	2
32	2970	2
32	3040	2
32	2640	2
32	5010	4
32	4190	6
32	4510	6
32	4510	4
32	3020	6
32	2520	6
32	2750	2
32	2010	2
32	1140	12
32	1430	12
32	1320	2
32	1370	2
32	1720	2
32	1770	2
32	2860	8
32	3160	8
32	1180	8
32	1580	8
32	1130	8
32	1430	8
32	1350	2
32	1650	2
32	6100	4
32	4040	2
32	3370	2
32	1960	2
32	3280	2
16	3110	1
16	2330	4
32	4750	8
32	4900	6
32	4900	4
20	3120	2
32	1220	2
32	3690	2
32	4350	2
20	2980	4
32	1250	4
16	3030	6
16	3250	6
12	3160	18
16	1690	3
32	10950	12
32	2990	10
32	11950	10
32	4520	2
32	4570	2
32	2990	6
32	10950	6
32	5130	6
32	3990	6
32	10950	6
32	4130	6
32	3890	6
32	3990	2
32	4070	2
32	3400	4
32	10050	2
32	10000	2
32	4130	2
32	10470	2
32	6860	2
32	2960	2
32	2480	2
32	3600	2
16	2950	2
32	1710	24
20	4090	12
20	4490	1
32	1990	2
32	5000	4
32	5400	4
16	3150	1
16	3330	1
32	6440	6
32	6440	14
32	6440	4
12	2180	23
12	3140	23
16	1730	1
16	3330	5
16	2310	5
32	4100	8
32	11000	8
16	530	90
32	4700	12
32	3860	4
20	2000	4
20	2990	4
20	2920	3
10	1980	2
32	3350	2
32	2650	2
20	2990	6
20	2920	3
32	3100	2
32	3750	2
20	2990	5
20	2920	12
32	4550	8
10	1540	2
32	4550	8
20	2990	1
20	2920	3
32	3300	2
32	4450	1
32	5300	1
20	2990	3
20	2920	4
32	3300	2
20	2920	4
32	3100	1
32	2950	1
32	2030	1
20	2990	12
20	3210	24
20	2920	4
20	3230	8
32	4000	4
32	6100	2
10	860	29
10	860	6
10	770	29
10	770	6
25	2860	8
25	3260	6
16	3530	12
12	1410	12
25	4090	24
12	650	52
25	4000	4
25	3600	2
16	2170	7
12	2090	19
10	860	25
10	860	6
10	570	25
10	570	6
25	4900	24
32	2110	26
16	2350	3
32	560	4
32	470	2
32	2110	4
12	1840	1
12	2020	2
32	1030	2
20	800	4
25	3280	34
25	6850	12
25	4530	2
25	1950	2
16	640	24
25	780	10
25	970	2
20	700	2
25	780	2
25	3980	4
12	650	90
16	2220	2
20	1080	2
25	2600	2
32	2610	2
10	790	10
10	790	2
12	1500	3
16	2290	3
20	2690	6
12	1980	12
20	2340	5
20	3020	5
20	1350	10
20	1400	2
12	1460	1
12	1720	6
20	2720	5
20	3600	6
20	3020	1
20	2680	3
10	860	14
10	860	4
10	810	10
10	810	2
10	1040	24
10	1040	6
10	520	32
25	3980	2
25	4560	4
25	4960	4
25	5240	36
25	6780	5
25	5610	5
16	2360	18
12	650	120
25	3600	2
32	410	7
32	2230	2
32	4310	1
32	1150	6
20	1190	1
20	890	1
20	1260	1
20	2670	1
20	1400	2
20	1390	2
20	1470	2
32	10530	24
32	11950	8
32	1930	8
32	8610	11
32	5080	1
32	4880	1
32	4680	1
32	4480	1
32	4280	1
32	4080	1
32	3880	1
32	3680	1
32	3480	1
32	3280	1
32	3080	1
32	2880	1
32	9000	12
32	2410	8
32	2050	7
32	8530	33
32	5510	15
32	11950	24
32	1950	24
32	2980	1
32	2780	1
32	2580	1
32	2380	1
32	2180	1
32	1980	1
32	1780	1
32	1580	1
32	11950	8
32	6210	8
32	4430	1
32	4230	1
32	4030	1
32	3830	1
32	3630	1
32	3430	1
32	3230	1
32	3030	1
32	6500	15
32	1010	6
32	1510	6
32	7640	2
32	9000	21
32	3440	21
32	4220	8
32	4210	6
25	2150	63
32	4900	1
32	3170	1
32	3020	1
32	2000	1
32	2380	1
32	3570	1
32	4310	1
32	2420	1
32	2000	1
32	3710	2
32	3780	2
32	5280	2
32	3670	2
32	3730	2
32	1860	1
32	3900	1
32	8830	1
32	8260	1
32	8000	1
32	3820	1
32	3850	1
32	8220	1
32	8290	1
32	8370	1
32	8440	1
32	8510	1
32	9670	1
32	10940	1
32	10350	1
32	3450	2
32	2670	1
32	4140	1
32	1460	1
32	5260	1
32	3370	1
32	3500	1
32	7250	1
32	5910	1
32	5960	1
32	6030	1
32	4750	1
32	4880	1
32	3600	1
32	3760	1
32	2510	1
32	3670	4
32	4380	5
32	3590	2
32	3450	2
32	5700	1
32	4900	1
32	8050	4
32	4900	4
32	8050	9
32	4900	9
32	3020	1
32	2000	1
32	2380	1
32	2570	1
32	4310	1
32	2420	1
32	2000	1
32	5700	1
32	4900	1
32	8050	13
32	4900	13
32	8830	1
32	8260	1
32	8000	1
32	3820	1
32	3850	1
32	8220	1
32	8290	1
32	8370	1
32	8440	1
32	8510	1
32	9670	1
32	10940	1
32	10350	1
32	3450	2
32	3370	1
32	3500	1
32	7250	1
32	5910	1
32	5960	1
32	6030	1
32	4750	1
32	4880	1
32	3600	1
32	3760	1
32	2510	1
32	3670	4
32	4380	5
32	2670	1
32	4140	1
32	1460	1
32	5260	1
16	1890	1
16	3430	1
16	1830	1
16	3570	1
32	1860	1
32	3900	1
20	3180	2
32	8050	1
32	4900	1
16	3610	1
16	2790	1
16	2190	1
16	3290	2
25	2150	88
32	2500	4
32	1930	1
32	10060	1
32	5980	1
32	3800	1
32	7730	1
32	3180	1
32	4400	1
32	3250	1
32	5410	1
32	2000	3
32	2500	1
32	11900	4
32	9790	1
32	5040	3
32	4550	2
32	2730	1
32	4270	1
32	2500	1
32	11900	1
32	5550	1
32	6460	1
32	4900	1
32	5300	1
32	4800	1
32	4040	1
32	2750	1
32	5380	1
32	1790	1
32	4900	1
32	3350	1
32	6160	1
32	7540	1
32	4310	1
32	6180	1
32	5790	1
32	5410	1
32	5030	1
32	4680	1
32	4340	1
32	3990	1
32	3690	1
32	3380	1
